weight
1.917834243
2.155740609
2.181141441
1.342385218
1.486282096
1.483670573
1.011247105
1.079553304
1.134528423
0.90022633
0.865632872
0.92799082
0.716469292
0.729039609
0.744809608
0.503966072
0.52356847
0.552796889
0.417649317
0.433135705
0.450506827
0.346198323
0.373812701
0.362279331
0.255662293
0.274993046
0.262046873
0.203928999
0.219549926
0.203737972
