weight
3.678088183
4.647217575
4.757377986
1.801998073
2.209034468
2.201278368
1.022620708
1.165435337
1.287154743
0.810407445
0.749320268
0.861166962
0.513328247
0.531498751
0.554741352
0.253981802
0.274123943
0.305584401
0.174430952
0.187606539
0.202956401
0.119853279
0.139735936
0.131246314
0.065363208
0.075621175
0.068668564
0.041587037
0.04820217
0.041509161
